Geography_Code,Geography_Name,Time_Period,Date,Value,Dataset,Measure,Year,Month,Quarter,Month_Name,Previous_Value,Growth_Rate,Category
UK_TOTAL,United Kingdom,2022 Nov,2022-11-01,38469.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2022,11,4,November,37949.0,1.37,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2022 Dec,2022-12-01,39154.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2022,12,4,December,38469.0,1.78,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2023 Jan,2023-01-01,40847.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2023,1,1,January,39154.0,4.32,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2023 Feb,2023-02-01,41748.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2023,2,1,February,40847.0,2.21,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2023 Mar,2023-03-01,41982.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2023,3,1,March,41748.0,0.56,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2023 Apr,2023-04-01,43503.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2023,4,2,April,41982.0,3.62,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2023 May,2023-05-01,44445.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2023,5,2,May,43503.0,2.17,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2023 Jun,2023-06-01,45722.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2023,6,2,June,44445.0,2.87,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2023 Jul,2023-07-01,46973.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2023,7,3,July,45722.0,2.74,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2023 Aug,2023-08-01,48353.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2023,8,3,August,46973.0,2.94,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2023 Sep,2023-09-01,50055.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2023,9,3,September,48353.0,3.52,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2023 Oct,2023-10-01,51293.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2023,10,4,October,50055.0,2.47,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2023 Nov,2023-11-01,51884.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2023,11,4,November,51293.0,1.15,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2023 Dec,2023-12-01,53616.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2023,12,4,December,51884.0,3.34,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2024 Jan,2024-01-01,55249.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2024,1,1,January,53616.0,3.05,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2024 Feb,2024-02-01,55921.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2024,2,1,February,55249.0,1.22,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2024 Mar,2024-03-01,56600.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2024,3,1,March,55921.0,1.21,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2024 Apr,2024-04-01,56068.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2024,4,2,April,56600.0,-0.94,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2024 May,2024-05-01,55325.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2024,5,2,May,56068.0,-1.33,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2024 Jun,2024-06-01,55378.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2024,6,2,June,55325.0,0.1,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2024 Jul,2024-07-01,56441.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2024,7,3,July,55378.0,1.92,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2024 Aug,2024-08-01,56621.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2024,8,3,August,56441.0,0.32,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2024 Sep,2024-09-01,56319.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2024,9,3,September,56621.0,-0.53,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2024 Oct,2024-10-01,56433.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2024,10,4,October,56319.0,0.2,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2024 Nov,2024-11-01,57278.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2024,11,4,November,56433.0,1.5,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2024 Dec,2024-12-01,59482.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2024,12,4,December,57278.0,3.85,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2025 Jan,2025-01-01,62202.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2025,1,1,January,59482.0,4.57,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2025 Feb,2025-02-01,63317.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2025,2,1,February,62202.0,1.79,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2025 Mar,2025-03-01,63374.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2025,3,1,March,63317.0,0.09,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2025 Apr,2025-04-01,64764.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2025,4,2,April,63374.0,2.19,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2025 May,2025-05-01,65393.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2025,5,2,May,64764.0,0.97,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2025 Jun,2025-06-01,66596.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2025,6,2,June,65393.0,1.84,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2025 Jul,2025-07-01,66841.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2025,7,3,July,66596.0,0.37,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2025 Aug,2025-08-01,68031.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2025,8,3,August,66841.0,1.78,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999
UK_TOTAL,United Kingdom,2013 May,2013-05-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2013,5,2,May,,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2013 Jun,2013-06-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2013,6,2,June,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2013 Jul,2013-07-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2013,7,3,July,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2013 Aug,2013-08-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2013,8,3,August,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2013 Sep,2013-09-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2013,9,3,September,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2013 Oct,2013-10-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2013,10,4,October,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2013 Nov,2013-11-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2013,11,4,November,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2013 Dec,2013-12-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2013,12,4,December,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2014 Jan,2014-01-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,1,1,January,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2014 Feb,2014-02-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,2,1,February,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2014 Mar,2014-03-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,3,1,March,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2014 Apr,2014-04-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,4,2,April,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2014 May,2014-05-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,5,2,May,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2014 Jun,2014-06-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,6,2,June,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2014 Jul,2014-07-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,7,3,July,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2014 Aug,2014-08-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,8,3,August,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2014 Sep,2014-09-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,9,3,September,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2014 Oct,2014-10-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,10,4,October,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2014 Nov,2014-11-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,11,4,November,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2014 Dec,2014-12-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,12,4,December,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2015 Jan,2015-01-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,1,1,January,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2015 Feb,2015-02-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,2,1,February,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2015 Mar,2015-03-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,3,1,March,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2015 Apr,2015-04-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,4,2,April,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2015 May,2015-05-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,5,2,May,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2015 Jun,2015-06-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,6,2,June,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2015 Jul,2015-07-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,7,3,July,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2015 Aug,2015-08-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,8,3,August,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2015 Sep,2015-09-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,9,3,September,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2015 Oct,2015-10-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,10,4,October,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2015 Nov,2015-11-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,11,4,November,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2015 Dec,2015-12-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,12,4,December,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2016 Jan,2016-01-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,1,1,January,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2016 Feb,2016-02-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,2,1,February,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2016 Mar,2016-03-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,3,1,March,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2016 Apr,2016-04-01,0.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,4,2,April,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2016 May,2016-05-01,6.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,5,2,May,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2016 Jun,2016-06-01,8.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,6,2,June,6.0,33.33,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2016 Jul,2016-07-01,10.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,7,3,July,8.0,25.0,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2016 Aug,2016-08-01,20.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,8,3,August,10.0,100.0,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2016 Sep,2016-09-01,19.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,9,3,September,20.0,-5.0,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2016 Oct,2016-10-01,18.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,10,4,October,19.0,-5.26,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2016 Nov,2016-11-01,28.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,11,4,November,18.0,55.56,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2016 Dec,2016-12-01,33.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,12,4,December,28.0,17.86,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2017 Jan,2017-01-01,44.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,1,1,January,33.0,33.33,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2017 Feb,2017-02-01,57.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,2,1,February,44.0,29.55,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2017 Mar,2017-03-01,60.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,3,1,March,57.0,5.26,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2017 Apr,2017-04-01,60.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,4,2,April,60.0,0.0,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2017 May,2017-05-01,64.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,5,2,May,60.0,6.67,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2017 Jun,2017-06-01,70.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,6,2,June,64.0,9.38,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2017 Jul,2017-07-01,82.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,7,3,July,70.0,17.14,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2017 Aug,2017-08-01,102.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,8,3,August,82.0,24.39,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2017 Sep,2017-09-01,106.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,9,3,September,102.0,3.92,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2017 Oct,2017-10-01,123.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,10,4,October,106.0,16.04,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2017 Nov,2017-11-01,139.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,11,4,November,123.0,13.01,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2017 Dec,2017-12-01,159.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,12,4,December,139.0,14.39,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2018 Jan,2018-01-01,178.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2018,1,1,January,159.0,11.95,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2018 Feb,2018-02-01,208.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2018,2,1,February,178.0,16.85,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2018 Mar,2018-03-01,235.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2018,3,1,March,208.0,12.98,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2018 Apr,2018-04-01,273.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2018,4,2,April,235.0,16.17,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2018 May,2018-05-01,301.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2018,5,2,May,273.0,10.26,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2018 Jun,2018-06-01,346.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2018,6,2,June,301.0,14.95,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2018 Jul,2018-07-01,378.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2018,7,3,July,346.0,9.25,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2018 Aug,2018-08-01,439.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2018,8,3,August,378.0,16.14,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2018 Sep,2018-09-01,514.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2018,9,3,September,439.0,17.08,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2018 Oct,2018-10-01,566.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2018,10,4,October,514.0,10.12,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2018 Nov,2018-11-01,632.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2018,11,4,November,566.0,11.66,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
UK_TOTAL,United Kingdom,2018 Dec,2018-12-01,711.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2018,12,4,December,632.0,12.5,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999
